"","X","Name","Age","Photo","Nationality","Flag","Overall","Potential","Club","Club.Logo","Value","Wage","Special","Preferred.Foot","International.Reputation","Weak.Foot","Skill.Moves","Work.Rate","Position","Jersey.Number","Contract.Valid.Until","Height","Weight","LS","ST","RS","LW","LF","CF","RF","RW","LAM","CAM","RAM","LM","LCM","CM","RCM","RM","LWB","LDM","CDM","RDM","RWB","LB","LCB","CB","RCB","RB","Crossing","Finishing","Heading.Accuracy","Short.Passing","Volleys","Dribbling","Curve","FK.Accuracy","Long.Passing","Ball.Control","Acceleration","Sprint.Speed","Agility","Reactions","Balance","Shot.Power","Jumping","Stamina","Strength","Long.Shots","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Marking","Standing.Tackle","Sliding.Tackle","GK.Diving","GK.Handling","GK.Kicking","GK.Positioning","GK.Reflexes","League","Country","Values","Wages","Class","Name.Pos","Speed","photo_path"
"2242",2242,"K. Kristinsson",19,"https://cdn.sofifa.com/players/242/611/20_120.png","Iceland","https://cdn.sofifa.org/flags/24.png",61,74,"Willem II","https://cdn.sofifa.com/teams/1907/light_60.png","€475K","€1K",1562,"Right",1,3,3,"Medium/ Medium","LW",21,"2019",190,71,"59+2","59+2","59+2","61+2","60+2","60+2","60+2","61+2","60+2","60+2","60+2","59+2","55+2","55+2","55+2","59+2","48+2","47+2","47+2","47+2","48+2","47+2","47+2","47+2","47+2","47+2",57,56,57,61,50,67,53,50,57,66,66,67,71,53,41,54,70,33,70,55,42,30,57,57,55,56,30,44,40,7,8,14,10,14,"Eredivisie","Netherlands",475000,1000,"Forward","K. Kristinsson, LW",68,NA
"2243",2243,"K. Laimer",21,"https://cdn.sofifa.com/players/225/375/20_120.png","Austria","https://cdn.sofifa.org/flags/4.png",75,82,"RB Leipzig","https://cdn.sofifa.com/teams/112172/light_60.png","€8M","€27K",1997,"Right",1,3,3,"High/ Medium","RB",27,"2021",180,72,"68+2","68+2","68+2","71+2","71+2","71+2","71+2","71+2","71+2","71+2","71+2","72+2","72+2","72+2","72+2","72+2","74+2","73+2","73+2","73+2","74+2","74+2","71+2","71+2","71+2","74+2",69,60,63,76,58,74,65,47,68,75,74,79,73,77,72,68,69,84,68,65,75,73,67,70,54,72,68,73,75,9,12,12,13,12,"Bundesliga","Germany",8000000,27000,"Defender","K. Laimer, RB",75.3333333333333,NA
"2244",2244,"K. Lala",26,"https://cdn.sofifa.com/players/204/105/20_120.png","France","https://cdn.sofifa.org/flags/18.png",77,78,"RC Strasbourg Alsace","https://cdn.sofifa.com/teams/76/light_60.png","€8.5M","€19K",2014,"Right",1,3,3,"High/ Medium","RWB",27,"2019",178,78,"67+2","67+2","67+2","72+2","71+2","71+2","71+2","72+2","71+2","71+2","71+2","74+2","72+2","72+2","72+2","74+2","75+2","74+2","74+2","74+2","75+2","75+2","73+2","73+2","73+2","75+2",76,46,63,73,36,79,65,72,72,77,78,80,67,77,70,67,70,79,72,51,79,76,76,68,78,66,73,73,73,14,6,7,6,15,"Ligue 1","France",8500000,19000,"Defender","K. Lala, RWB",75,NA
"2245",2245,"K. Lamprou",26,"https://cdn.sofifa.com/players/199/568/20_120.png","Greece","https://cdn.sofifa.org/flags/22.png",73,74,"Ajax","https://cdn.sofifa.com/teams/245/light_60.png","€3.2M","€11K",1192,"Left",1,3,1,"Medium/ Medium","GK",26,"2019",178,84,"","","","","","","","","","","","","","","","","","","","","","","","","","",11,18,11,34,15,15,15,12,37,32,44,44,50,76,50,43,80,30,42,18,27,11,8,47,30,55,9,11,11,78,65,75,65,78,"Eredivisie","Netherlands",3200000,11000,"Goal Keeper","K. Lamprou, GK",46,NA
"2246",2246,"K. Lasagna",25,"https://cdn.sofifa.com/players/224/933/20_120.png","Italy","https://cdn.sofifa.org/flags/27.png",77,80,"Udinese","https://cdn.sofifa.com/teams/55/light_60.png","€11.5M","€29K",1824,"Left",2,3,3,"High/ Medium","ST",9,"2020",185,80,"76+2","76+2","76+2","74+2","75+2","75+2","75+2","74+2","72+2","72+2","72+2","72+2","63+2","63+2","63+2","72+2","53+2","48+2","48+2","48+2","53+2","51+2","43+2","43+2","43+2","51+2",60,78,72,66,74,76,66,42,50,79,89,88,81,76,72,72,76,69,69,66,40,30,80,58,66,74,26,20,18,8,14,13,15,15,"Serie A","Italy",11500000,29000,"Forward","K. Lasagna, ST",86,NA
"2247",2247,"K. Leidsman",19,"https://cdn.sofifa.com/players/244/406/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",59,69,"De Graafschap","https://cdn.sofifa.com/teams/635/light_60.png","€250K","€1K",1406,"Right",1,2,3,"Medium/ Medium","ST",21,"2019",183,78,"58+2","58+2","58+2","55+2","56+2","56+2","56+2","55+2","54+2","54+2","54+2","54+2","47+2","47+2","47+2","54+2","40+2","36+2","36+2","36+2","40+2","38+2","35+2","35+2","35+2","38+2",39,61,60,45,47,62,39,37,33,58,67,64,55,55,57,58,64,62,68,56,32,14,52,51,56,46,24,18,18,6,11,12,12,13,"Eredivisie","Netherlands",250000,1000,"Forward","K. Leidsman, ST",62,NA
"2248",2248,"K. Linetty",23,"https://cdn.sofifa.com/players/211/408/20_120.png","Poland","https://cdn.sofifa.org/flags/37.png",76,83,"Sampdoria","https://cdn.sofifa.com/teams/1837/light_60.png","€10.5M","€28K",1967,"Right",2,3,3,"High/ High","CM",16,"2021",175,73,"68+2","68+2","68+2","71+2","71+2","71+2","71+2","71+2","73+2","73+2","73+2","72+2","74+2","74+2","74+2","72+2","72+2","74+2","74+2","74+2","72+2","72+2","71+2","71+2","71+2","72+2",60,64,56,78,38,74,62,36,74,76,76,69,76,74,79,70,79,79,66,64,79,76,68,76,50,70,72,74,70,13,8,11,14,6,"Serie A","Italy",10500000,28000,"Midfielder","K. Linetty, CM",73.6666666666667,NA
"2249",2249,"K. Long",27,"https://cdn.sofifa.com/players/194/146/20_120.png","Republic of Ireland","https://cdn.sofifa.org/flags/25.png",73,73,"Burnley","https://cdn.sofifa.com/teams/1796/light_60.png","€3.4M","€36K",1603,"Right",1,2,2,"Low/ Medium","LCB",21,"2021",190,82,"52+2","52+2","52+2","50+2","52+2","52+2","52+2","50+2","52+2","52+2","52+2","53+2","56+2","56+2","56+2","53+2","62+2","65+2","65+2","65+2","62+2","64+2","71+2","71+2","71+2","64+2",38,29,76,60,26,53,38,32,55,58,58,59,57,66,56,56,79,66,77,27,75,71,48,50,32,66,72,73,72,8,14,7,8,7,"Premier League","UK",3400000,36000,"Defender","K. Long, LCB",58,NA
"2250",2250,"K. Majić",20,"https://cdn.sofifa.com/players/238/610/20_120.png","Croatia","https://cdn.sofifa.org/flags/10.png",58,72,"Fortuna Düsseldorf","https://cdn.sofifa.com/teams/110636/light_60.png","€280K","€3K",1405,"Right",1,3,2,"Medium/ Medium","ST",36,"2020",180,75,"56+2","56+2","56+2","53+2","54+2","54+2","54+2","53+2","52+2","52+2","52+2","51+2","45+2","45+2","45+2","51+2","40+2","37+2","37+2","37+2","40+2","39+2","38+2","38+2","38+2","39+2",33,61,56,50,40,58,41,33,28,52,65,65,66,51,70,64,67,52,66,51,33,25,51,44,55,43,29,24,23,10,11,10,7,14,"Bundesliga","Germany",280000,3000,"Forward","K. Majić, ST",65.3333333333333,NA
"2251",2251,"K. Malcuit",26,"https://cdn.sofifa.com/players/198/949/20_120.png","France","https://cdn.sofifa.org/flags/18.png",76,77,"Napoli","https://cdn.sofifa.com/teams/48/light_60.png","€7.5M","€47K",2009,"Right",2,3,3,"High/ Medium","RB",2,"2022",178,77,"69+2","69+2","69+2","73+2","71+2","71+2","71+2","73+2","71+2","71+2","71+2","74+2","71+2","71+2","71+2","74+2","75+2","73+2","73+2","73+2","75+2","74+2","72+2","72+2","72+2","74+2",78,66,63,76,56,78,58,47,69,75,80,87,76,70,70,66,72,77,76,56,77,71,66,66,55,67,72,74,75,12,13,12,9,11,"Serie A","Italy",7500000,47000,"Defender","K. Malcuit, RB",81,NA
"2252",2252,"K. Manolas",27,"https://cdn.sofifa.com/players/192/774/20_120.png","Greece","https://cdn.sofifa.org/flags/22.png",85,87,"Roma","https://cdn.sofifa.com/teams/52/light_60.png","€37.5M","€96K",1642,"Right",3,2,2,"Low/ High","LCB",4,"2022",188,83,"49+3","49+3","49+3","49+3","48+3","48+3","48+3","49+3","49+3","49+3","49+3","53+3","56+3","56+3","56+3","53+3","72+3","74+3","74+3","74+3","72+3","76+3","83+3","83+3","83+3","76+3",27,10,80,60,16,54,30,10,61,65,80,85,68,85,59,40,86,76,82,12,86,86,25,22,26,79,86,87,89,8,6,8,15,12,"Serie A","Italy",37500000,96000,"Defender","K. Manolas, LCB",77.6666666666667,NA
"2253",2253,"K. Mavropanos",20,"https://cdn.sofifa.com/players/242/000/20_120.png","Greece","https://cdn.sofifa.org/flags/22.png",68,83,"Arsenal","https://cdn.sofifa.com/teams/1/light_60.png","€1.8M","€21K",1457,"Right",1,2,2,"Medium/ High","CB",27,"2022",193,88,"44+2","44+2","44+2","41+2","41+2","41+2","41+2","41+2","41+2","41+2","41+2","44+2","46+2","46+2","46+2","44+2","56+2","58+2","58+2","58+2","56+2","59+2","66+2","66+2","66+2","59+2",37,30,66,47,30,41,32,37,48,42,52,60,55,57,39,45,67,64,79,26,65,62,30,37,42,53,70,74,72,12,11,11,10,7,"Premier League","UK",1800000,21000,"Defender","K. Mavropanos, CB",55.6666666666667,NA
"2254",2254,"K. Mbappé",19,"https://cdn.sofifa.com/players/231/747/20_120.png","France","https://cdn.sofifa.org/flags/18.png",88,95,"Paris Saint-Germain","https://cdn.sofifa.com/teams/73/light_60.png","€81M","€100K",2118,"Right",3,4,5,"High/ Medium","RM",10,"2022",178,73,"85+3","85+3","85+3","87+3","87+3","87+3","87+3","87+3","86+3","86+3","86+3","86+3","78+3","78+3","78+3","86+3","66+3","62+3","62+3","62+3","66+3","62+3","54+3","54+3","54+3","62+3",77,88,77,82,78,90,77,63,73,91,96,96,92,87,83,79,75,83,71,78,62,38,88,82,70,86,34,34,32,13,5,7,11,6,"Ligue 1","France",81000000,100000,"Midfielder","K. Mbappé, RM",94.6666666666667,"imgs/players/2254.png"
"2255",2255,"K. Mbodji",28,"https://cdn.sofifa.com/players/198/584/20_120.png","Senegal","https://cdn.sofifa.org/flags/136.png",77,77,"FC Nantes","https://cdn.sofifa.com/teams/71/light_60.png","€7M","€21K",1810,"Right",2,3,3,"Medium/ Medium","CB",5,"Jun 30, 2019",193,92,"61+2","61+2","61+2","55+2","57+2","57+2","57+2","55+2","56+2","56+2","56+2","57+2","61+2","61+2","61+2","57+2","67+2","71+2","71+2","71+2","67+2","69+2","76+2","76+2","76+2","69+2",39,45,81,61,63,61,35,55,66,68,63,69,51,69,30,76,68,82,94,58,80,71,37,41,62,73,76,78,76,11,7,16,9,12,"Ligue 1","France",7000000,21000,"Defender","K. Mbodji, CB",61,NA
"2256",2256,"K. McDonald",29,"https://cdn.sofifa.com/players/175/314/20_120.png","Scotland","https://cdn.sofifa.org/flags/42.png",75,75,"Fulham","https://cdn.sofifa.com/teams/144/light_60.png","€5M","€46K",1852,"Right",1,4,3,"Medium/ Medium","RDM",6,"2020",193,96,"63+2","63+2","63+2","64+2","65+2","65+2","65+2","64+2","66+2","66+2","66+2","66+2","70+2","70+2","70+2","66+2","69+2","73+2","73+2","73+2","69+2","68+2","71+2","71+2","71+2","68+2",69,54,56,76,50,66,63,56,71,74,47,50,53,75,61,71,68,70,77,64,76,74,60,68,48,78,76,75,64,7,11,6,8,8,"Premier League","UK",5000000,46000,"Midfielder","K. McDonald, RDM",50,NA
"2257",2257,"K. Mets",25,"https://cdn.sofifa.com/players/226/506/20_120.png","Estonia","https://cdn.sofifa.org/flags/208.png",66,69,"NAC Breda","https://cdn.sofifa.com/teams/1904/light_60.png","€675K","€3K",1674,"Left",1,3,2,"Medium/ High","CB",5,"2020",190,80,"56+2","56+2","56+2","55+2","55+2","55+2","55+2","55+2","56+2","56+2","56+2","57+2","60+2","60+2","60+2","57+2","61+2","64+2","64+2","64+2","61+2","61+2","65+2","65+2","65+2","61+2",55,50,60,63,34,55,60,31,63,62,54,47,57,62,50,58,69,75,83,50,67,61,50,55,51,62,68,64,61,12,15,14,12,6,"Eredivisie","Netherlands",675000,3000,"Defender","K. Mets, CB",52.6666666666667,NA
"2258",2258,"K. Mitroglou",30,"https://cdn.sofifa.com/players/183/483/20_120.png","Greece","https://cdn.sofifa.org/flags/22.png",77,77,"Olympique de Marseille","https://cdn.sofifa.com/teams/219/light_60.png","€8.5M","€47K",1740,"Left",3,3,3,"Medium/ Low","ST",11,"2021",188,86,"75+3","75+3","75+3","68+3","71+3","71+3","71+3","68+3","68+3","68+3","68+3","67+3","62+3","62+3","62+3","67+3","45+3","46+3","46+3","46+3","45+3","41+3","42+3","42+3","42+3","41+3",60,78,81,66,76,69,72,71,59,72,53,62,47,74,34,83,76,63,86,72,75,10,78,68,61,83,13,18,10,12,7,10,8,16,"Ligue 1","France",8500000,47000,"Forward","K. Mitroglou, ST",54,NA
"2259",2259,"K. Möhwald",24,"https://cdn.sofifa.com/players/211/818/20_120.png","Germany","https://cdn.sofifa.org/flags/21.png",73,77,"SV Werder Bremen","https://cdn.sofifa.com/teams/38/light_60.png","€5M","€19K",1923,"Right",1,2,3,"Medium/ Medium","CM",6,"2021",183,77,"68+2","68+2","68+2","71+2","70+2","70+2","70+2","71+2","71+2","71+2","71+2","72+2","71+2","71+2","71+2","72+2","64+2","64+2","64+2","64+2","64+2","61+2","57+2","57+2","57+2","61+2",82,56,54,74,75,74,80,68,76,71,64,65,72,75,70,85,53,79,66,82,53,49,69,73,46,73,67,56,31,15,13,12,10,8,"Bundesliga","Germany",5000000,19000,"Midfielder","K. Möhwald, CM",67,NA
"2260",2260,"K. Monnet-Paquet",29,"https://cdn.sofifa.com/players/177/712/20_120.png","France","https://cdn.sofifa.org/flags/18.png",73,73,"AS Saint-Étienne","https://cdn.sofifa.com/teams/1819/light_60.png","€3.9M","€26K",1924,"Right",2,3,3,"Medium/ High","LM",22,"2021",183,81,"70+2","70+2","70+2","71+2","70+2","70+2","70+2","71+2","70+2","70+2","70+2","71+2","67+2","67+2","67+2","71+2","66+2","62+2","62+2","62+2","66+2","64+2","59+2","59+2","59+2","64+2",73,67,63,73,67,70,68,58,63,70,83,83,76,66,70,73,66,82,73,67,64,53,70,68,57,68,49,47,58,10,6,9,6,16,"Ligue 1","France",3900000,26000,"Midfielder","K. Monnet-Paquet, LM",80.6666666666667,NA
"2261",2261,"K. N'Doram",22,"https://cdn.sofifa.com/players/229/011/20_120.png","France","https://cdn.sofifa.org/flags/18.png",70,79,"AS Monaco","https://cdn.sofifa.com/teams/69/light_60.png","€2.4M","€24K",1669,"Right",1,2,2,"Medium/ Medium","CDM",6,"2023",185,77,"52+2","52+2","52+2","55+2","55+2","55+2","55+2","55+2","57+2","57+2","57+2","59+2","63+2","63+2","63+2","59+2","65+2","69+2","69+2","69+2","65+2","66+2","70+2","70+2","70+2","66+2",50,22,70,71,35,59,50,29,67,69,60,59,55,68,59,47,76,68,75,23,69,67,50,58,40,65,69,76,70,11,12,14,9,12,"Ligue 1","France",2400000,24000,"Midfielder","K. N'Doram, CDM",58,NA
"2262",2262,"K. Navas",31,"https://cdn.sofifa.com/players/193/041/20_120.png","Costa Rica","https://cdn.sofifa.org/flags/72.png",87,87,"Real Madrid","https://cdn.sofifa.com/teams/243/light_60.png","€30.5M","€195K",1345,"Right",3,3,1,"Medium/ Medium","GK",1,"2020",185,80,"","","","","","","","","","","","","","","","","","","","","","","","","","",11,15,11,30,11,16,11,15,37,19,54,53,60,84,61,21,74,39,75,13,32,20,16,68,25,67,28,14,14,90,81,75,82,90,"La Liga","Spain",30500000,195000,"Goal Keeper","K. Navas, GK",55.6666666666667,NA
"2263",2263,"K. Niemczycki",18,"https://cdn.sofifa.com/players/240/170/20_120.png","Poland","https://cdn.sofifa.org/flags/37.png",58,73,"NAC Breda","https://cdn.sofifa.com/teams/1904/light_60.png","€210K","€1K",854,"Right",1,3,1,"Medium/ Medium","GK",26,"2019",193,84,"","","","","","","","","","","","","","","","","","","","","","","","","","",14,5,10,19,5,10,11,13,18,11,28,23,30,48,47,23,60,17,54,7,19,6,5,37,13,38,11,11,12,57,58,55,57,60,"Eredivisie","Netherlands",210000,1000,"Goal Keeper","K. Niemczycki, GK",27,NA
"2264",2264,"K. O'Connell",18,"https://cdn.sofifa.com/players/234/251/20_120.png","England","https://cdn.sofifa.org/flags/14.png",57,69,"Bournemouth","https://cdn.sofifa.com/teams/1943/light_60.png","€170K","€4K",1479,"Right",1,3,2,"Medium/ High","LM",57,"2019",175,64,"52+2","52+2","52+2","55+2","54+2","54+2","54+2","55+2","55+2","55+2","55+2","55+2","52+2","52+2","52+2","55+2","48+2","45+2","45+2","45+2","48+2","47+2","41+2","41+2","41+2","47+2",53,50,48,55,49,60,55,49,52,55,61,60,65,56,61,55,57,55,40,46,42,31,49,58,50,62,29,34,49,11,10,13,10,11,"Premier League","UK",170000,4000,"Midfielder","K. O'Connell, LM",62,NA
"2265",2265,"K. Oldenburger",22,"https://cdn.sofifa.com/players/244/180/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",57,64,"FC Emmen","https://cdn.sofifa.com/teams/100628/light_60.png","€150K","€1K",1427,"Right",1,3,3,"Medium/ Medium","RM",16,"2019",175,70,"56+2","56+2","56+2","56+2","56+2","56+2","56+2","56+2","55+2","55+2","55+2","55+2","49+2","49+2","49+2","55+2","42+2","40+2","40+2","40+2","42+2","40+2","35+2","35+2","35+2","40+2",51,57,39,53,55,68,50,46,48,62,60,55,57,50,71,69,49,43,56,48,31,22,53,46,66,48,21,28,32,11,10,7,7,6,"Eredivisie","Netherlands",150000,1000,"Midfielder","K. Oldenburger, RM",57.3333333333333,NA
"2266",2266,"K. Omeruo",24,"https://cdn.sofifa.com/players/207/624/20_120.png","Nigeria","https://cdn.sofifa.org/flags/133.png",72,79,"CD Leganés","https://cdn.sofifa.com/teams/100888/light_60.png","€3.7M","€45K",1623,"Right",1,3,2,"Medium/ Medium","CB",24,"Jun 30, 2019",185,81,"51+2","51+2","51+2","51+2","50+2","50+2","50+2","51+2","51+2","51+2","51+2","54+2","56+2","56+2","56+2","54+2","65+2","66+2","66+2","66+2","65+2","67+2","71+2","71+2","71+2","67+2",47,22,71,63,27,53,24,23,60,60,67,75,65,72,56,54,88,74,82,31,76,68,34,34,35,70,65,73,69,9,8,16,7,15,"La Liga","Spain",3700000,45000,"Defender","K. Omeruo, CB",69,NA
"2267",2267,"K. Onisiwo",26,"https://cdn.sofifa.com/players/229/071/20_120.png","Austria","https://cdn.sofifa.org/flags/4.png",72,72,"1. FSV Mainz 05","https://cdn.sofifa.com/teams/169/light_60.png","€3.3M","€19K",1847,"Right",1,3,2,"Medium/ High","RM",21,"2019",188,85,"69+2","69+2","69+2","70+2","69+2","69+2","69+2","70+2","69+2","69+2","69+2","70+2","66+2","66+2","66+2","70+2","62+2","61+2","61+2","61+2","62+2","60+2","58+2","58+2","58+2","60+2",70,66,65,68,57,75,63,56,67,72,75,79,68,65,63,72,55,71,78,60,63,49,69,68,44,68,58,48,45,11,11,10,10,16,"Bundesliga","Germany",3300000,19000,"Midfielder","K. Onisiwo, RM",74,NA
"2268",2268,"K. Özer",30,"https://cdn.sofifa.com/players/177/885/20_120.png","Turkey","https://cdn.sofifa.org/flags/48.png",68,68,"MKE Ankaragücü","https://cdn.sofifa.com/teams/101007/light_60.png","€850K","€9K",1689,"Right",1,4,3,"Medium/ Low","RM",7,"2019",170,62,"59+2","59+2","59+2","66+2","64+2","64+2","64+2","66+2","65+2","65+2","65+2","66+2","59+2","59+2","59+2","66+2","53+2","49+2","49+2","49+2","53+2","51+2","43+2","43+2","43+2","51+2",66,48,46,64,62,72,58,45,60,68,82,80,78,68,90,58,77,60,32,60,62,17,62,60,41,58,40,39,33,11,13,11,12,14,"Süper Lig","Turkey",850000,9000,"Midfielder","K. Özer, RM",80,NA
"2269",2269,"K. Paal",21,"https://cdn.sofifa.com/players/228/120/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",67,76,"PEC Zwolle","https://cdn.sofifa.com/teams/1914/light_60.png","€1M","€4K",1867,"Left",1,3,3,"High/ Medium","LB",5,"Jun 30, 2019",178,70,"62+2","62+2","62+2","66+2","65+2","65+2","65+2","66+2","66+2","66+2","66+2","67+2","65+2","65+2","65+2","67+2","66+2","65+2","65+2","65+2","66+2","66+2","65+2","65+2","65+2","66+2",64,47,60,66,58,72,67,50,61,70,78,79,74,64,80,62,77,59,66,50,67,69,65,68,45,71,60,65,64,11,15,9,13,12,"Eredivisie","Netherlands",1000000,4000,"Defender","K. Paal, LB",77,NA
"2270",2270,"K. Peterson",23,"https://cdn.sofifa.com/players/210/386/20_120.png","Sweden","https://cdn.sofifa.org/flags/46.png",71,77,"Heracles Almelo","https://cdn.sofifa.com/teams/100634/light_60.png","€3.2M","€6K",1816,"Right",1,5,4,"High/ Medium","LM",7,"2019",185,79,"69+2","69+2","69+2","70+2","70+2","70+2","70+2","70+2","70+2","70+2","70+2","69+2","63+2","63+2","63+2","69+2","54+2","50+2","50+2","50+2","54+2","51+2","45+2","45+2","45+2","51+2",59,67,64,67,66,78,73,61,59,74,78,77,81,64,69,74,74,67,64,72,45,37,66,66,71,68,30,24,32,16,15,9,6,11,"Eredivisie","Netherlands",3200000,6000,"Midfielder","K. Peterson, LM",78.6666666666667,NA
"2271",2271,"K. Piątek",23,"https://cdn.sofifa.com/players/223/113/20_120.png","Poland","https://cdn.sofifa.org/flags/37.png",74,80,"Genoa","https://cdn.sofifa.com/teams/110556/light_60.png","€8M","€15K",1701,"Right",1,2,3,"Medium/ Medium","ST",23,"2022",183,77,"72+2","72+2","72+2","68+2","70+2","70+2","70+2","68+2","66+2","66+2","66+2","66+2","59+2","59+2","59+2","66+2","53+2","48+2","48+2","48+2","53+2","51+2","47+2","47+2","47+2","51+2",51,77,73,64,43,66,47,40,35,73,76,75,72,68,61,74,81,76,74,63,33,31,78,52,69,69,33,38,24,10,15,10,6,13,"Serie A","Italy",8000000,15000,"Forward","K. Piątek, ST",74.3333333333333,NA
"2272",2272,"K. Pierie",17,"https://cdn.sofifa.com/players/234/925/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",68,80,"SC Heerenveen","https://cdn.sofifa.com/teams/1913/light_60.png","€1.2M","€2K",1657,"Left",1,3,3,"Medium/ Medium","LCB",5,"2020",183,75,"51+2","51+2","51+2","58+2","56+2","56+2","56+2","58+2","59+2","59+2","59+2","62+2","62+2","62+2","62+2","62+2","66+2","66+2","66+2","66+2","66+2","66+2","66+2","66+2","66+2","66+2",64,20,65,69,32,63,63,24,69,65,73,72,66,62,55,45,73,65,67,19,64,65,52,64,31,68,66,69,66,8,13,13,6,9,"Eredivisie","Netherlands",1200000,2000,"Defender","K. Pierie, LCB",70.3333333333333,NA
"2273",2273,"K. Rekik",23,"https://cdn.sofifa.com/players/205/193/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",79,83,"Hertha BSC","https://cdn.sofifa.com/teams/166/light_60.png","€14M","€26K",1781,"Left",1,2,2,"Medium/ High","CB",4,"2021",185,79,"57+2","57+2","57+2","56+2","57+2","57+2","57+2","56+2","59+2","59+2","59+2","60+2","64+2","64+2","64+2","60+2","70+2","74+2","74+2","74+2","70+2","72+2","78+2","78+2","78+2","72+2",43,33,78,75,35,57,35,35,68,67,66,69,65,76,64,60,77,70,80,31,85,74,41,57,41,71,78,81,85,9,9,14,14,9,"Bundesliga","Germany",14000000,26000,"Defender","K. Rekik, CB",66.6666666666667,NA
"2274",2274,"K. Rimane",27,"https://cdn.sofifa.com/players/203/898/20_120.png","France","https://cdn.sofifa.org/flags/18.png",64,66,"Paris Saint-Germain","https://cdn.sofifa.com/teams/73/light_60.png","€450K","€12K",1603,"Right",1,3,2,"Medium/ Medium","CB",37,"2020",180,79,"46+2","46+2","46+2","49+2","48+2","48+2","48+2","49+2","51+2","51+2","51+2","51+2","54+2","54+2","54+2","51+2","57+2","60+2","60+2","60+2","57+2","58+2","63+2","63+2","63+2","58+2",41,24,57,66,36,50,48,48,57,53,65,64,69,55,63,49,82,60,74,39,67,49,32,52,45,60,66,66,65,13,9,10,16,13,"Ligue 1","France",450000,12000,"Defender","K. Rimane, CB",66,NA
"2275",2275,"K. Sanson",21,"https://cdn.sofifa.com/players/231/842/20_120.png","France","https://cdn.sofifa.org/flags/18.png",64,71,"Montpellier HSC","https://cdn.sofifa.com/teams/70/light_60.png","€650K","€4K",1763,"Right",1,3,3,"Medium/ Medium","LM",22,"2019",173,64,"59+2","59+2","59+2","62+2","61+2","61+2","61+2","62+2","62+2","62+2","62+2","62+2","62+2","62+2","62+2","62+2","62+2","61+2","61+2","61+2","62+2","61+2","58+2","58+2","58+2","61+2",63,58,50,67,57,63,64,51,61,65,62,66,75,59,73,65,71,69,49,60,65,61,57,59,55,54,54,62,58,6,12,8,9,9,"Ligue 1","France",650000,4000,"Midfielder","K. Sanson, LM",67.6666666666667,NA
"2276",2276,"K. Scherpen",18,"https://cdn.sofifa.com/players/243/675/20_120.png","Netherlands","https://cdn.sofifa.org/flags/34.png",64,78,"FC Emmen","https://cdn.sofifa.com/teams/100628/light_60.png","€750K","€1K",974,"Right",1,5,1,"Medium/ Medium","GK",12,"2020",203,85,"","","","","","","","","","","","","","","","","","","","","","","","","","",11,9,10,26,8,12,12,13,25,17,37,46,37,60,42,19,42,37,69,8,25,7,8,31,12,51,14,11,10,64,63,61,63,65,"Eredivisie","Netherlands",750000,1000,"Goal Keeper","K. Scherpen, GK",40,NA
